40
0.000000 0.000000
5.000000 0.000000
6.542680 4.756063
2.494624 7.690896
-1.545997 4.745835
2.494624 7.690896
6.542680 4.756063
10.583300 7.701124
9.028598 12.453271
4.028614 12.440626
6.545997 -4.745835
11.545997 -4.74583
13.088677 0.010228
9.040621 2.945061
5.000000 0.000000
9.040621 2.945061
13.088677 0.010228
17.129298 2.955289
15.574595 7.707436
10.574611 7.694791
4.028614 12.440626
9.028614 12.440626
10.571293 17.19669
6.523237 20.131523
2.482617 17.186462
6.523237 20.131523
10.571293 17.19669
14.611914 20.14175
13.057212 24.89389
8.057228 24.881253
10.574611 7.694791
15.574611 7.694791
17.117291 12.45085
13.069235 15.38568
9.028614 12.440626
13.069235 15.38568
17.117291 12.45085
21.157911 15.39591
19.603209 20.14806
14.603225 20.13541
